"placekey","safegraph_place_id","parent_placekey","parent_safegraph_place_id","location_name","safegraph_brand_ids","brands","top_category","sub_category","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","category_tags"
224-223@5vg-7gr-f9f,sg:5cf6138fd25b450296fbdb9dc569aaf0,222-223@5vg-7gr-f9f,sg:4e95b652339a48ada54faf3f3827bafa,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.766506,-122.409096,2300 16th St Ste 240,San Francisco,CA,94103,US,+14155656713,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
zzw-225@5vg-7gr-9fz,sg:cbbc8cd2aae54b8cbf131c1b517ee9cd,zzw-228@5vg-7gr-9fz,sg:f30ee715dddc47bdb22987f6684bf826,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.766887,-122.409622,2300 16th St Unit 203,San Francisco,CA,94103,US,,"{ ""Mon"": [[""5:30"", ""19:00""]], ""Tue"": [[""5:30"", ""19:00""]], ""Wed"": [[""5:30"", ""19:00""]], ""Thu"": [[""5:30"", ""19:00""]], ""Fri"": [[""5:30"", ""19:00""]], ""Sat"": [[""5:30"", ""19:00""]], ""Sun"": [[""5:30"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzy-223@5vg-7gt-qs5,sg:e01b74c797af4911b26bb098db981f7d,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.79673,-122.394852,Pier 1 The Embarcadero,San Francisco,CA,94111,US,+14159563953,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:30""]], ""Fri"": [[""5:30"", ""22:00""]], ""Sat"": [[""5:30"", ""21:30""]], ""Sun"": [[""5:00"", ""21:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzw-223@5vg-7gw-8qf,sg:5b9c517aedaa46328af254fbe86ec9be,,,Krispy Kreme Doughnuts,SG_BRAND_c00d0bf3a8d7b6744a18e2554adf5921,Krispy Kreme Doughnuts,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.80776,-122.418499,353 Jefferson St,San Francisco,CA,94133,US,+14157751123,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""24:00""]], ""Sat"": [[""8:00"", ""24:00""]], ""Sun"": [[""8:00"", ""24:00""]] }","Counter Service,Lunch,Breakfast,Donut Shop,Coffee Shop,Dinner"
22y-222@5vg-7gt-swk,sg:83ab66460b324fa6940470fb6e0df0a5,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.791317,-122.392264,201 Spear St Ste 100,San Francisco,CA,94105,US,+14159745077,"{ ""Mon"": [[""4:00"", ""19:00""]], ""Tue"": [[""4:00"", ""19:00""]], ""Wed"": [[""4:00"", ""19:00""]], ""Thu"": [[""4:00"", ""19:00""]], ""Fri"": [[""4:00"", ""19:00""]], ""Sat"": [[""5:00"", ""16:30""]], ""Sun"": [[""5:30"", ""16:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22f-222@5vg-7gt-5xq,sg:0027f48e2573415d8e643b83210e7510,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.788195,-122.399275,595 Market St Ste 143,San Francisco,CA,94105,US,,"{ ""Mon"": [[""5:30"", ""19:00""]], ""Tue"": [[""5:30"", ""19:00""]], ""Wed"": [[""5:30"", ""19:00""]], ""Thu"": [[""5:30"", ""19:00""]], ""Fri"": [[""5:30"", ""19:00""]], ""Sat"": [], ""Sun"": [] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
zzw-223@5vg-7gt-649,sg:26ac43336232493e9a6522ae4ee051f8,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.789558,-122.397612,100 1st St,San Francisco,CA,94105,US,,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzw-228@5vg-7gs-4qf,sg:a0fd0dd6b68b49a5907bf7c704828d44,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.783417,-122.432924,1501 Fillmore Street The Fillmore Center,San Francisco,CA,94115,US,+14154417969,"{ ""Mon"": [[""5:00"", ""19:30""]], ""Tue"": [[""5:00"", ""19:30""]], ""Wed"": [[""5:00"", ""19:30""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""22:00""]], ""Sat"": [[""5:30"", ""19:30""]], ""Sun"": [[""5:00"", ""19:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22c-222@5vg-7gw-v4v,sg:c71af03706394a55a06746e424dc3218,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.787314,-122.410706,442 Geary St,San Francisco,CA,94102,US,+14159229086,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""5:00"", ""21:00""]], ""Sun"": [[""5:00"", ""20:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzy-22g@5vg-7gv-4gk,sg:aa92ac285fcf40f991ca46455db6f664,222-225@5vg-7gv-3qz,sg:ff30c152e29e420c800b91548997de61,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.784078,-122.407524,865 Market Street C 26a San Francisco Centre,San Francisco,CA,94103,US,+14153480940,"{ ""Mon"": [[""4:30"", ""21:00""]], ""Tue"": [[""4:30"", ""21:00""]], ""Wed"": [[""4:30"", ""21:00""]], ""Thu"": [[""4:30"", ""21:00""]], ""Fri"": [[""4:30"", ""21:00""]], ""Sat"": [[""6:00"", ""21:00""]], ""Sun"": [[""8:00"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
23n-222@5vg-7gz-49z,sg:615cc7fe477f4f23a7b7a9c13c52b9f9,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.761035,-122.43463,4094 18th St,San Francisco,CA,94114,US,+14156266263,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
23c-222@5vg-7gt-5xq,sg:f95b3c81546a4852886a88508eff4031,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.788235,-122.399329,595 Mission St,San Francisco,CA,94105,US,+14154954323,"{ ""Mon"": [[""5:00"", ""18:30""]], ""Tue"": [[""5:00"", ""18:30""]], ""Wed"": [[""5:00"", ""18:30""]], ""Thu"": [[""5:00"", ""18:30""]], ""Fri"": [[""5:00"", ""18:30""]], ""Sat"": [], ""Sun"": [] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
222-228@5vg-7gr-rx5,sg:70f1e2e4574c4972a520e2ebc3ed9526,222-222@5vg-7gr-rx5,sg:e70d7386bf6141e8b4029f553d247284,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.782076,-122.44708,2675 Geary Blvd,San Francisco,CA,94118,US,,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
242-223@5vg-7h2-bp9,sg:6ef8d58fa50a4b6ca0292e51bc68dcd0,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.771339,-122.405182,625 8th St,San Francisco,CA,94103,US,+14154292626,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
22h-222@5vg-7gq-7bk,sg:0a574e71913d4a28827bd253830bb9bb,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.775277,-122.416198,1400 Mission St Ste 130,San Francisco,CA,94103,US,+14156104850,"{ ""Mon"": [[""5:30"", ""20:00""]], ""Tue"": [[""5:30"", ""20:00""]], ""Wed"": [[""5:30"", ""20:00""]], ""Thu"": [[""5:30"", ""20:00""]], ""Fri"": [[""5:30"", ""20:00""]], ""Sat"": [[""6:00"", ""19:00""]], ""Sun"": [[""6:00"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
225-222@5vg-7gt-tgk,sg:16b4e8ba6be946ee9a9b770f08d69834,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.791478,-122.395122,201 Mission St # 100,San Francisco,CA,94105,US,+14155431510,"{ ""Mon"": [[""5:00"", ""20:00""]], ""Tue"": [[""5:00"", ""20:00""]], ""Wed"": [[""5:00"", ""20:00""]], ""Thu"": [[""5:00"", ""20:00""]], ""Fri"": [[""5:00"", ""19:30""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
23y-222@5vg-7gt-fvf,sg:0cdb6d66ed504fc79c2519cf4005621c,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.790698,-122.403856,264 Kearny St,San Francisco,CA,94108,US,+14157881363,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzy-224@5vg-7yh-4y9,sg:6af820460f0e45488a6b88cc71363f98,zzy-223@5vg-7yp-tqf,sg:54f741a01e6e4ec48ca5eceb0b20b031,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.618109,-122.386923,Sfo Terminal 3 United Gate73,San Francisco,CA,94128,US,+16506837129,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
225-222@5vg-7gt-wzf,sg:4d080bfb6c7740a2a51c7961ace65f66,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.78108,-122.400235,370 4th St,San Francisco,CA,94107,US,+14152303091,"{ ""Mon"": [[""5:30"", ""19:00""]], ""Tue"": [[""5:30"", ""19:00""]], ""Wed"": [[""5:30"", ""19:00""]], ""Thu"": [[""5:30"", ""19:00""]], ""Fri"": [[""5:30"", ""19:00""]], ""Sat"": [[""6:30"", ""18:00""]], ""Sun"": [[""6:30"", ""18:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
22b-222@5vg-7gt-g49,sg:03667f0a9bc64e65b10a471b885e632f,,,Boba Guys,SG_BRAND_3cb8a9183076df2c,Boba Guys,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.789987,-122.407215,429 Stockton St,San Francisco,CA,94108,US,,"{ ""Mon"": [[""8:00"", ""21:00""]], ""Tue"": [[""8:00"", ""21:00""]], ""Wed"": [[""8:00"", ""21:00""]], ""Thu"": [[""8:00"", ""21:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""12:00"", ""22:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Bubble Tea Shop,Counter Service,Dessert,Snacks"
zzw-22b@5vg-7gv-54v,sg:1945c08691a14439ae0417c54d42a776,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.784795,-122.399938,201 3rd St. Convention Plaza Ground Floor,San Francisco,CA,94103,US,+14156440072,"{ ""Mon"": [[""5:00"", ""18:00""]], ""Tue"": [[""5:00"", ""18:00""]], ""Wed"": [[""5:00"", ""18:00""]], ""Thu"": [[""5:00"", ""18:30""]], ""Fri"": [[""5:00"", ""18:30""]], ""Sat"": [[""6:00"", ""18:00""]], ""Sun"": [[""5:00"", ""18:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22y-222@5vg-7gt-fpv,sg:af08edbce5e640038eefca60f63c16f4,22j-222@5vg-7gt-fpv,sg:75c904e9ec444203bc7fc32facae075e,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.790417,-122.405796,359 Grant Ave,San Francisco,CA,94108,US,+14153922365,"{ ""Mon"": [[""5:30"", ""21:00""]], ""Tue"": [[""5:30"", ""21:00""]], ""Wed"": [[""5:30"", ""21:00""]], ""Thu"": [[""5:30"", ""21:00""]], ""Fri"": [[""5:30"", ""21:00""]], ""Sat"": [[""5:30"", ""21:30""]], ""Sun"": [[""5:30"", ""20:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzw-223@5vg-7gt-bx5,sg:ed91808260ca465ba7c29d53146a90cb,227-226@5vg-7gt-f9f,sg:e5d9175ec86d417f82d6e661cf4519de,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.79102,-122.401029,225 Bush St,San Francisco,CA,94104,US,,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22k-222@5vg-7gy-3nq,sg:279efb999f594963a1feeea02314371d,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.751269,-122.431689,3995 24th St,San Francisco,CA,94114,US,+14158261118,"{ ""Mon"": [[""5:00"", ""22:00""]], ""Tue"": [[""5:00"", ""22:00""]], ""Wed"": [[""5:00"", ""22:00""]], ""Thu"": [[""5:00"", ""22:00""]], ""Fri"": [[""5:00"", ""22:00""]], ""Sat"": [[""5:00"", ""21:30""]], ""Sun"": [[""5:00"", ""22:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
222-224@5vg-7gr-6kz,sg:ee195a6f8a684651923a478c0568ed3d,222-226@5vg-7gr-6kz,sg:8dc4daaad7d948b4bc961e41cce3c83d,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.769058,-122.427752,2020 Market St,San Francisco,CA,94114,US,,"{ ""Mon"": [[""5:30"", ""19:30""]], ""Tue"": [[""5:30"", ""19:30""]], ""Wed"": [[""5:30"", ""19:30""]], ""Thu"": [[""5:30"", ""19:30""]], ""Fri"": [[""5:30"", ""19:30""]], ""Sat"": [[""5:30"", ""19:30""]], ""Sun"": [[""5:30"", ""19:30""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
229-222@5vg-7mw-sbk,sg:5cfd07f613ba48ac8d35ac7c01f9b824,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.80086,-122.437894,2080 Chestnut St,San Francisco,CA,94123,US,+14156352393,"{ ""Mon"": [[""5:00"", ""21:00""]], ""Tue"": [[""5:00"", ""21:00""]], ""Wed"": [[""5:00"", ""21:00""]], ""Thu"": [[""5:00"", ""21:00""]], ""Fri"": [[""5:00"", ""21:00""]], ""Sat"": [[""5:30"", ""19:30""]], ""Sun"": [[""5:30"", ""20:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
237-222@5vg-7gz-3bk,sg:5aba23d2e72a477ca961f4d6bf14f5b8,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.764818,-122.431995,2257 Market St,San Francisco,CA,94114,US,+14156266416,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
222-222@5vg-7h2-54v,sg:9da95d0aeef44eacbef9650a9df3f9bd,,,Boba Guys,SG_BRAND_3cb8a9183076df2c,Boba Guys,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.766681,-122.397311,1002 16th St,San Francisco,CA,94107,US,,"{ ""Mon"": [[""9:00"", ""19:00""]], ""Tue"": [[""9:00"", ""19:00""]], ""Wed"": [[""9:00"", ""19:00""]], ""Thu"": [[""9:00"", ""19:00""]], ""Fri"": [[""9:00"", ""19:00""]], ""Sat"": [[""12:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Bubble Tea Shop,Counter Service,Dessert,Snacks"
228-222@5vg-7gr-9pv,sg:4749038ba429440aa32001458c027303,228-223@5vg-7gr-9pv,sg:f406d26fc9c84198a392ad46457fb128,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.770025,-122.41606,1690 Folsom St,San Francisco,CA,94103,US,,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzw-22g@5vg-7gv-3bk,sg:7a4c5ae927834ef38548dbec1a047221,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.78419,-122.404197,120 4th St,San Francisco,CA,94103,US,+14152840579,"{ ""Mon"": [[""4:00"", ""20:00""]], ""Tue"": [[""4:00"", ""20:00""]], ""Wed"": [[""4:00"", ""20:00""]], ""Thu"": [[""4:00"", ""20:00""]], ""Fri"": [[""5:00"", ""19:30""]], ""Sat"": [[""5:00"", ""19:00""]], ""Sun"": [[""4:00"", ""20:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
zzw-223@5vg-7gr-575,sg:3f8a9ce593124901b045f93db6968667,,,Boba Guys,SG_BRAND_3cb8a9183076df2c,Boba Guys,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.772766,-122.423468,8 Octavia St Unit 308,San Francisco,CA,94102,US,,,"Bubble Tea Shop,Counter Service,Dessert,Snacks"
22r-222@5vg-7gw-w8v,sg:176f5c32e04d4dc781242ae3e25cb902,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.789154,-122.40842,462 Powell St,San Francisco,CA,94102,US,+14159562321,"{ ""Mon"": [[""4:30"", ""22:30""]], ""Tue"": [[""4:30"", ""22:30""]], ""Wed"": [[""4:30"", ""22:30""]], ""Thu"": [[""4:30"", ""22:30""]], ""Fri"": [[""4:30"", ""23:00""]], ""Sat"": [[""5:30"", ""11:00""]], ""Sun"": [[""5:00"", ""22:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
227-222@5vg-7gw-gc5,sg:9d89f4ed31cb4a4aaa357907d4acae89,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.790261,-122.422032,1560 Van Ness Ave,San Francisco,CA,94109,US,+14157490365,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
225-222@5vg-832-xwk,sg:f35e473da2914c99bb178bc4d48e84f7,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.763777,-122.477448,1800 Irving St,San Francisco,CA,94122,US,+14152427970,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22z-223@5vg-7gy-t5f,sg:e85e6d65c67946e3acfdf0cfd9cc8236,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.765455,-122.450051,919 Cole St,San Francisco,CA,94117,US,+14152131991,"{ ""Mon"": [[""5:30"", ""20:00""]], ""Tue"": [[""5:30"", ""20:00""]], ""Wed"": [[""5:30"", ""20:00""]], ""Thu"": [[""5:30"", ""20:00""]], ""Fri"": [[""5:30"", ""20:00""]], ""Sat"": [[""5:30"", ""20:00""]], ""Sun"": [[""6:00"", ""20:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
zzw-226@5vg-7gv-4qf,sg:1fe9699621fd44bbb26868d6f0bc7bbd,,,Peet's Coffee and Tea,SG_BRAND_8421bf6b31aaf51cc6dfa83a155940a3,Peet's Coffee and Tea,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.786504,-122.402036,692 Mission St,San Francisco,CA,94105,US,+14155938945,"{ ""Mon"": [[""5:30"", ""19:00""]], ""Tue"": [[""5:30"", ""19:00""]], ""Wed"": [[""5:30"", ""19:00""]], ""Thu"": [[""5:30"", ""19:00""]], ""Fri"": [[""5:30"", ""19:00""]], ""Sat"": [[""5:30"", ""19:00""]], ""Sun"": [[""5:30"", ""19:00""]] }","Snacks,Counter Service,Dessert,Tea House,Coffee Shop"
222-223@5vg-7gt-7nq,sg:5721fb00c00044d4b6b915e516f814bc,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.788395,-122.393642,299 Fremont St,San Francisco,CA,94105,US,+14157778678,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
233-222@5vg-7mw-q4v,sg:f2477ba6d9064c04a1b9efbb1386b990,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.800693,-122.438552,2132 Chestnut St,San Francisco,CA,94123,US,+14156736781,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
22g-223@5vg-833-xbk,sg:a9aecc8ae36a46ed9cff989ab8f4330c,,,Starbucks,SG_BRAND_f116acfe9147494063e58da666d1d57e,Starbucks,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515,37.780098,-122.478062,5455 Geary Blvd,San Francisco,CA,94121,US,+14153868813,,"Snacks,Counter Service,Dessert,Tea House,Coffee Shop,Bakery"
